# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Mon Apr 27 19:38:23 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHKLMN</i> (cf. Bessell 1990 + Bessell & Brett 1988)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  UXmag   BXmag   Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag    Lmag    L'mag   Mmag
0.01471 0.00000 6.47712 0.7500000000 2.3998889923    0.750 -0.231  3.6254  3.998    0  0.000  0.538     0.00     0.00 -1 -8.66e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.348 8.886 7.379 7.415 6.183 5.389 4.679 3.804 3.071 2.955 2.895 2.881 3.006
0.01471 0.00000 6.47712 0.7703160644 2.4078817368    0.770 -0.214  3.6278  4.002    0  0.000  0.538     0.00     0.00 -1 -8.86e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.305 8.801 7.305 7.341 6.117 5.328 4.633 3.766 3.038 2.924 2.866 2.853 2.978
0.01471 0.00000 6.47712 0.8000000119 2.4187245369    0.800 -0.187  3.6312  4.005    0  0.000  0.538     0.00     0.00 -1 -9.19e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.238 8.672 7.195 7.231 6.018 5.238 4.564 3.708 2.988 2.877 2.822 2.809 2.934
0.01471 0.00000 6.47712 0.8160958886 2.4242262840    0.816 -0.174  3.6329  4.008    0  0.000  0.538     0.00     0.00 -1 -9.35e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.206 8.603 7.140 7.175 5.970 5.194 4.529 3.680 2.965 2.855 2.801 2.789 2.912
0.01471 0.00000 6.47712 0.8500000238 2.4350347519    0.850 -0.145  3.6367  4.011    0  0.000  0.538     0.00     0.00 -1 -9.78e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.132 8.452 7.018 7.053 5.862 5.096 4.452 3.616 2.910 2.803 2.751 2.740 2.861
0.01471 0.00000 6.47712 0.8656081557 2.4396846294    0.865 -0.132  3.6383  4.013    0  0.000  0.538     0.00     0.00 -1 -9.95e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.100 8.386 6.965 7.000 5.815 5.053 4.418 3.589 2.887 2.781 2.729 2.719 2.840
0.01471 0.00000 6.47712 0.8999999762 2.4492788315    0.899 -0.103  3.6419  4.015    0  0.000  0.538     0.00     0.00 -1 -1.04e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.028 8.233 6.846 6.881 5.710 4.959 4.343 3.526 2.834 2.732 2.682 2.672 2.791
0.01471 0.00000 6.47712 0.9066287279 2.4510319233    0.906 -0.099  3.6426  4.016    0  0.000  0.538     0.00     0.00 -1 -1.05e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.016 8.205 6.825 6.860 5.692 4.943 4.330 3.516 2.826 2.724 2.674 2.665 2.783
0.01471 0.00000 6.47712 0.9499999881 2.4618122578    0.950 -0.065  3.6470  4.020    0  0.000  0.538     0.00     0.00 -1  -1.1e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.932 8.016 6.682 6.716 5.568 4.834 4.241 3.443 2.767 2.668 2.619 2.611 2.726
0.01471 0.00000 6.47712 0.9934661388 2.4715375900    0.994 -0.031  3.6513  4.024    0  0.000  0.538     0.00     0.00 -1 -1.16e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.847 7.827 6.541 6.574 5.446 4.727 4.153 3.371 2.709 2.613 2.565 2.557 2.669
